indicator_name,indicator_code,country_name,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Myanmar,MMR,0.755419998,0.74959964,0.743314389,0.735792384,0.728273479,0.721499939,0.711869965,0.07358179,0.695199966,0.686729965,0.679271953,0.674132142,0.667779999,0.666879346,0.653721648,0.646839982,0.648323486,0.633349998,0.626959992
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Philippines,PHL,0.493129997,0.054889984,0.057199854,0.499459992,0.477121854,0.495915259,0.489242725,0.478331832,0.474469986,0.462611587,0.454161743,0.438651679,0.415613733,0.043899994,0.04859116,0.394712273,0.364819984,0.361499939,0.343769989
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Singapore,SGP,0.191872747,0.191849995,0.188569269,0.185489998,0.195489998,0.193899956,0.185,0.189699993,0.186798545,0.182499962,0.179233357,0.182999985,0.185655346,0.181138698,0.179958392,0.175489998,0.177495493,0.184341526,0.175259997
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,South Korea,KOR,0.357356135,0.362899933,0.356949997,0.352859993,0.34375,0.34191781,0.332169995,0.322769766,0.318479996,0.038327324,0.299893244,0.295446256,0.298225354,0.289399976,0.283789997,0.275119991,0.274669995,0.272811373,0.269512136
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Thailand,THA,0.598113733,0.591733357,0.59436824,0.591175798,0.553919983,0.554152588,0.555859985,0.553331832,0.562199966,0.542639999,0.543689995,0.569249992,0.576469994,0.547481986,0.521119995,0.517318616,0.056689987,0.055589982,0.513549155
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,United States,USA,0.086421984,0.085553518,0.084829998,0.088345134,0.088427629,0.087741678,0.086399957,0.083999996,0.082679996,0.083694349,0.083269997,0.079629998,0.077459998,0.074689999,0.073683518,0.074512136,0.07428,0.078411626,0.072399995
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Vietnam,VNM,0.778884883,0.752366135,0.758982625,0.739812876,0.072592686,0.681689987,0.666618929,0.64121376,0.621889992,0.067369995,0.067719994,0.598569984,0.599981986,0.069667139,0.596211919,0.559442442,0.537199966,0.524714954,0.516937935
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Brunei Darussalam,BRN,0.353581414,0.388229863,0.382444118,0.346325728,0.311937757,0.274936737,0.261173728,0.285525995,0.252511288,0.336858558,0.036995185,0.257524992,0.266941142,0.292916299,0.314352185,0.375351558,0.429752873,0.048512253,0.373368772
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Cambodia,KHM,0.369322742,0.383925837,0.393171716,0.381987891,0.392879715,0.397761336,0.387171342,0.385616497,0.388416175,0.387897872,0.383541455,0.375395576,0.377754227,0.385756446,0.39738516,0.398326734,0.398859882,0.397219635,0.394926626
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,China,CHN,0.397864797,0.412219689,0.422467955,0.422736613,0.411819518,0.413347333,0.418156729,0.42868535,0.428586419,0.444583649,0.441761888,0.442923129,0.454625497,0.468796546,0.484176262,0.054637876,0.518327535,0.51892765,0.521571934
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,India,IND,0.427329266,0.438896126,0.447288276,0.447464565,0.44114859,0.444429329,0.444323571,0.448157924,0.4588255,0.459848828,0.453374956,0.454421427,0.46311473,0.466987148,0.478224138,0.477837481,0.478225583,0.484511758,0.491286143
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Indonesia,IDN,0.333686366,0.384172452,0.041478449,0.41658569,0.413663729,0.043323225,0.048263854,0.394841754,0.374575153,0.375772988,0.04665993,0.045846421,0.048733749,0.415165375,0.422421853,0.433989247,0.436417489,0.436735425,0.4341194
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Japan,JPN,0.658615812,0.668945836,0.686412652,0.683528236,0.685664178,0.689648883,0.689529666,0.698577246,0.697665468,0.715333166,0.072976553,0.715441838,0.71585624,0.713471297,0.074872188,0.692959495,0.693296592,0.691151649,0
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Lao PDR,LAO,0.422317183,0.418364261,0.425293972,0.419337781,0.446114187,0.433941349,0.381438717,0.416699628,0.441887465,0.456988817,0.435714766,0.417741928,0.041523222,0.424921486,0.441576787,0.441689694,0.424771231,0.415278261,0.416838243
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Malaysia,MYS,0.463149748,0.491739312,0.486964169,0.467123882,0.445475986,0.441971529,0.439262782,0.445224529,0.439481565,0.488362182,0.484772972,0.477668353,0.492239584,0.499447288,0.051226797,0.521397239,0.525315716,0.518522974,0.529578814
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Myanmar,MMR,0,0,0,0,0,0,0,0,0.37598894,0.373598731,0.3667886,0.362121687,0.373677959,0.381455389,0.376848263,0.387594922,0.395288468,0.043773216,0.43152559
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Philippines,PHL,0.51577157,0.522984132,0.522766911,0.527347749,0.529419449,0.535135181,0.541381323,0.544522747,0.538787686,0.552913894,0.551173876,0.559316576,0.569278934,0.576317498,0.573353446,0.588434868,0.595964565,0.599274228,0.599685897
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Singapore,SGP,0.066645197,0.635936342,0.639769557,0.643487253,0.637257513,0.647318438,0.648768545,0.664148515,0.683479618,0.686695234,0.678428137,0.69222129,0.692797624,0.077597858,0.073441978,0.699557973,0.075599265,0.072533677,0.693769934
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,South Korea,KOR,0.516324546,0.528172137,0.533596856,0.53565893,0.527787363,0.53563258,0.542423276,0.544225119,0.552161527,0.558367144,0.536348365,0.536597252,0.543119633,0.541983874,0.543459626,0.544269444,0.537499284,0.528447638,0.535638365
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Thailand,THA,0.546575295,0.549541827,0.542591157,0.524973953,0.526775272,0.521728738,0.513243366,0.511322954,0.053396697,0.515222764,0.494621424,0.053328766,0.516469533,0.516967629,0.537257182,0.548644653,0.558813977,0.563984116,0.569849897
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,United States,USA,0.728162345,0.741237875,0.748853184,0.746161487,0.741592755,0.741624784,0.737324345,0.739257674,0.745258289,0.764439548,0.762629856,0.758633355,0.761485323,0.757744619,0.758381368,0.768176898,0.77551374,0.773745318,0
"Services, Value Added (% Of GDP)",NV.SRV.TOTL.ZS,Vietnam,VNM,0.387346427,0.386295375,0.384838794,0.379875555,0.379835511,0.425688812,0.426884835,0.428332755,0.42591597,0.434433538,0.369424718,0.367327367,0.372668592,0.387362288,0.393639442,0.397332896,0.049246784,0.412645376,0.411179265
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Brunei Darussalam,BRN,0.025115662,0.061367482,0.027678212,0.016483357,0.019958924,0.041224986,0.074638769,0.092375642,0.026443595,0.028956982,-0.022329475,0.051665489,0.058422139,0.054796352,0.01242515,-0.016785613,0.035623752,0.018438297,0.007818454
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Cambodia,KHM,0.088766152,0.11176894,0.076896962,0.058851432,0.131949744,0.138934865,0.011131382,0.011414697,0.092514815,0.023236175,0.033645677,0.049911938,0.081289135,0.086798196,0.087337923,0.076323286,0.067837392,0.071624325,0.067346415
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,China,CHN,0.097675484,0.012649697,0.014824976,0.095393468,0.011235147,0.123589125,0.141331817,0.166974813,0.014778714,0.095877413,0.096667455,0.094899425,0.081128535,0.083935488,0.078772359,0.081943758,0.076963766,0.079542955,0.076221215
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,India,IND,0.051563287,0.062481678,0.063484693,0.073511897,0.082592215,0.091176318,0.073832157,0.07778459,0.065199141,0.086764698,0.07835666,0.058646367,0.083336249,0.076599957,0.098159393,0.094382495,0.084415669,0.087878267,0.075251321
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Indonesia,IDN,0.051744437,0.048863145,0.051956884,0.063588315,0.071131863,0.07871337,0.073331945,0.089989924,0.086594364,0.058255549,0.08414452,0.084178135,0.068199211,0.063922346,0.061714186,0.054518853,0.056644332,0.056573986,0.05831742
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Japan,JPN,0.024573142,0.014271876,0.012188496,0.015667555,0.01829577,0.016615785,0.00981454,0.01462578,-0.012764932,-0.023341833,0.011385235,0.009156685,0.016556881,0.019649899,-0.004245495,0.009429426,0.008431375,-0.012422638,0
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Lao PDR,LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097325566,0.08111992,0.081611732,0.046511747,0.045126641,0.067891826
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Malaysia,MYS,0.074927341,0.043887874,0.074721792,0.039615798,0.071481859,0.085681657,0.068955744,0.186552941,0.086394444,0.02455644,0.052931356,0.071888446,0.06636522,0.062575884,0.067679332,0.053356469,0.057134176,0.063537145,0.069111267
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Myanmar,MMR,0,0,0,0,0,0,0,0,0,0,0,0.085295796,0.123826738,0.013142692,0.091319562,0.086631299,0.0867944,0.083448935,0.076651842
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Philippines,PHL,0.03359994,0.043626193,0.042236643,0.054953198,0.082555642,0.05785214,0.062159787,0.075796696,0.039865665,0.033985119,0.071611414,0.049399157,0.071451599,0.069877295,0.063478984,0.068947154,0.075376473,0.068493924,0.067691615
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Singapore,SGP,0.07464789,0.036543788,0.042926652,0.056368363,0.086754668,0.072918837,0.077312232,0.092687893,0.044462816,-0.006392383,0.1112717,0.068211466,0.048822235,0.071113972,0.04262953,0.035866296,0.022556274,0.029397712,0.029989983
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,South Korea,KOR,0.073777528,0.052545812,0.088265751,0.021423815,0.027595715,0.039319936,0.045614772,0.051725342,0.032418179,0.014859597,0.044124796,0.039317486,0.027624257,0.028594691,0.032983931,0.028172221,0.024799595,0.021144783,0.028214335
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Thailand,THA,0.052537226,0.042757564,0.056411146,0.051585312,0.069833281,0.041428159,0.059464776,0.052223124,0.014739344,-0.003753376,0.069554374,0.037934781,0.084253257,0.045789154,0.019812566,0.051964633,0.046767574,0.057776367,0.059893892
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,United States,USA,0.037559652,0.021997858,0.022438159,0.025633335,0.031156557,0.043219181,0.025875244,0.017179885,0.006191699,-0.011854215,0.023438128,0.016867726,0.022171122,0.011536529,0.023887252,0.028443536,0.018444789,0.028176918,0
"Services, Value Added (Annual % Growth)",NV.SRV.TOTL.KD.ZG,Vietnam,VNM,0.053163126,0.059859625,0.067818393,0.065411356,0.079141928,0.085949537,0.083855785,0.085373456,0.075531388,0.06547118,-0.076511817,0.074685667,0.067123741,0.067186444,0.061638472,0.0632532,0.069836983,0.074425753,0.072934919
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Brunei Darussalam,BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Cambodia,KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,China,CHN,0.621277959,0.345513647,0.229987553,0.233695583,0.261588316,0.171641537,0.421124869,1.776112391,0.849977542,1.534934232,1.356582742,0.883795883,0.589213342,0.084143651,1.145691226,3.574814939,1.637761712,1.414558449,0.965991453
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,India,IND,0,0,0,0.447644512,0.55386273,0.56541956,0.693194869,0.939714265,0.771922679,0.812735457,0.64516974,0.354468427,0.337874197,0.289638367,0.358341442,0.366991545,0.359769934,0.447172859,0.463266955
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Indonesia,IDN,0.078182589,0.067572442,0.063312284,0.054352328,0.085185392,0.097453474,0.116425464,0.219598832,0.148657552,0.159519212,0.138334683,0.118117714,0.011551189,0.018334362,0.011841275,0.087175386,0.09715588,0.091178917,0.014174372
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Japan,JPN,0.057624395,0.39547528,0.421359368,0.523624659,0.718848972,0.912156696,1.213758579,1.458571655,1.232398677,0.739411497,0.749161998,0.079854298,0.539464393,1.179887442,0.998824198,1.269292218,0.161617998,1.188989319,1.268947534
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Lao PDR,LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Malaysia,MYS,0.559886268,0.226686734,0.255127338,0.414861323,0.434413518,0.311376522,0.425142956,0.798978249,0.356656687,0.399681544,0.451247992,0.437377588,0.393257786,0.439759587,0.421968294,0.369935275,0.326252742,0.438382768,0.377417173
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Myanmar,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Philippines,PHL,0.091169618,0.039517153,0.026334969,0.029137198,0.035389581,0.051934198,0.074941549,0.162257526,0.071468533,0.085651612,0.111474741,0.122944655,0.142683559,0.164287148,0.148332768,0.131227675,0.117585933,0.017788164,0.088283246
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Singapore,SGP,0.994975316,0.791732779,0.681319766,0.966112724,0.963286329,0.912492319,1.256495542,0.217243334,0.136884219,0.137386358,1.275166469,0.98331395,0.883628133,0.096231153,0.637147446,0.642947384,0.591232512,0.648959745,0.062831798
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,South Korea,KOR,0.882981633,0.071646174,0.953957536,0.671858613,0.687458133,1.335784162,1.323656445,0.178311663,1.184593645,1.868713895,1.489421443,0.168716835,1.295931396,0.118571229,0.099564737,1.333366397,1.131499647,1.31434455,1.516428435
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Thailand,THA,0.152945383,0.258118619,0.037372586,0.686559176,0.676344359,0.474438631,0.437456178,0.428852569,0.363979643,0.449474342,0.652897196,0.585292788,0.067963725,0.832462339,0.762669298,0.676112739,0.788157196,0.745765432,0.765441967
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,United States,USA,0.294971843,1.973533555,1.559272849,0.143911987,1.564697959,1.978438558,2.213726972,2.965194743,3.211173552,2.374319314,0.242965111,2.648449752,1.997249519,1.987895253,2.224472686,2.272233752,2.248939256,0.241831843,0.167677456
"Stocks Traded, Total Value (% Of GDP)",CM.MKT.TRAD.GD.ZS,Vietnam,VNM,0,0,0,0,0,0,0,0,0.012473339,0.311368296,0.266167749,0.085232815,0,0.081557887,0.163776915,0.122882582,0.131598642,0.197942617,0.215337639
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Brunei Darussalam,BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Cambodia,KHM,0,0,0.081729113,0.075378444,0.081172654,0.078932428,0.081788227,0.096969793,0.015551964,0.096477815,0.013413811,0.011546929,0.118248635,0.127885296,0.146266389,0.145828782,0.148258955,0.157887189,0.175291763
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,China,CHN,0,0,0,0,0,0.085692439,0.095725398,0.097714692,0.011142694,0.01394434,0.012124751,0.013127945,0.012567678,0.099773377,0.097136785,0.094168683,0.09299957,0.095487954,0
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,India,IND,0.08811435,0.087945444,0.086762739,0.091884322,0.095781786,0.018931526,0.111293375,0.121834699,0.019771722,0.098972546,0.01388398,0.011773845,0.018367717,0.111625694,0.099846542,0.015697952,0.118792841,0.111827933,0
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Indonesia,IDN,0,0.115781846,0.118269596,0.123855326,0.12337679,0,0,0,0.133161783,0.115778652,0.015374856,0.111581279,0.113858995,0.112853146,0.018355238,0.017534878,0.013363487,0.098791927,0.012311727
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Japan,JPN,0.013722579,0.098959283,0.096159893,0.089189634,0.093526946,0.011371178,0.015127413,0.011618629,0.089315917,0.083689138,0.088978443,0.093568183,0.096824129,0.013661765,0.114692658,0.114235722,0.111549659,0.116419466,0.118663782
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Lao PDR,LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Malaysia,MYS,0.136669893,0.177948889,0.174469559,0.154956551,0.151999376,0.148263917,0.14516197,0.143372284,0.146629583,0.149451533,0.133321953,0.147943532,0.156131467,0.153123529,0.148479714,0.145686436,0.135572185,0.129522128,0.122969239
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Myanmar,MMR,0.029665746,0.022571441,0.021471736,0.022141186,0.032724567,0.038817784,0,0,0,0,0,0,0.04524937,0.055295676,0.058358223,0.0662943,0.071695865,0.061769344,0
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Philippines,PHL,0.128462638,0.126931914,0.129116828,0.121175226,0.118159876,0.124272827,0.137118788,0.135348865,0.135893944,0.122299875,0.121469926,0.123815415,0.128879513,0.133951915,0.136544233,0.136276378,0.136763977,0.142379464,0.147238548
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Singapore,SGP,0.148557899,0.145855192,0.126887393,0.124467416,0.116451158,0.115772742,0.118312218,0.12824282,0.137543915,0.129549265,0.12785824,0.131572195,0.135866874,0.132712589,0.135565571,0.131397745,0.133534682,0.141987447,0.134686943
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,South Korea,KOR,0.146311249,0.139238642,0.136451571,0.141498356,0.134464951,0.138582675,0.142894926,0.154764356,0.151477747,0.142867476,0.144546126,0.144356558,0.147179219,0.143112147,0.139259169,0.139484577,0.148251283,0.153758886,0.165469131
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Thailand,THA,0.129767252,0.137188978,0.134731276,0.14481572,0.148533544,0.166186449,0.156369722,0.151431466,0.153848817,0.141942475,0.149326393,0.163618522,0.154494672,0.171195985,0.158834266,0.161441673,0.154523957,0.148147846,0.149727184
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,United States,USA,0.129693235,0.118578254,0.098614199,0.093892224,0.095417799,0.016838279,0.113112744,0.113738779,0.013161226,0.079194533,0.085957328,0.095743765,0.097971568,0.015199486,0.019512348,0.112147732,0.019191682,0.117642667,0.096325873
Tax Revenue (% Of GDP),GC.TAX.TOTL.GD.ZS,Vietnam,VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Brunei Darussalam,BRN,0.297919828,0.232986196,0.221645762,0.239373473,0.272359195,0.326394394,0.383734283,0.362819544,0.343496845,0.261488434,0.267869817,0.031978985,0.268958169,0.228745422,0.21415522,0.192255888,0.147248546,0.179648862,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Cambodia,KHM,0.024532225,0.025391563,0.025959583,0.034152632,0.032397566,0.01719835,0.018222253,0.022454416,0.039984616,0.028628377,0.026959566,0.035561988,0.022939836,0.019246675,0.027721532,0.017377578,0.018882162,0.017313796,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,China,CHN,0.025259425,0.025449297,0.018917778,0.029371964,0.04849319,0.052151547,0.057384246,0.064976722,0.099128925,0.046764157,0.063741155,0.079915955,0.041595987,0.038321868,0.024489647,0.013558715,0.012577358,0.0149619,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,India,IND,0.024226372,0.024671757,0.022992849,0.023382859,0.032868879,0.038133435,0.041311199,0.047126689,0.073512686,0.035385213,0.044828874,0.053211779,0.039787433,0.036936683,0.028143547,0.018341446,0.018376735,0.021429723,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Indonesia,IDN,0.012694554,0.085499712,0.068617849,0.067456786,0.092214699,0.012828579,0.011339131,0.015935837,0.119437959,0.0697349,0.073516221,0.089842856,0.069131435,0.062887397,0.051646235,0.037184454,0.035877615,0.034846699,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Japan,JPN,0.001185338,0.001146347,0.001125282,0.001222334,0.001138933,0.001489529,0.001921433,0.002337254,0.002564653,0.002138177,0.002166216,0.002357997,0.002322588,0.002631769,0.003119726,0.003272287,0.00257422,0.002797849,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Lao PDR,LAO,0.042431132,0.045741679,0.048969625,0.064676377,0.061736839,0.075694553,0.145815233,0.141486936,0.154921696,0.135332237,0.174282934,0.179881914,0.156356664,0.136939887,0.122438446,0.089118757,0.081432983,0.011864986,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Malaysia,MYS,0.118131489,0.095461584,0.091896953,0.111528568,0.019246596,0.135876273,0.142849675,0.13357766,0.142525818,0.014969526,0.01224388,0.019497684,0.014889221,0.092763347,0.097267913,0.071626389,0.055148124,0.063511814,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Myanmar,MMR,0.069474543,0.122896484,0.125469123,0.121838351,0.136338439,0.126215499,0.137949674,0.118814885,0.012436755,0.073889363,0.058463613,0.065777266,0.064128194,0.061473562,0.082297869,0.078756756,0.067668329,0.071388844,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Philippines,PHL,0.005186339,0.005363892,0.007811647,0.016893753,0.011632459,0.012216811,0.021295874,0.044236632,0.021487785,0.021834675,0.029778283,0.042748729,0.031674993,0.024557454,0.031734889,0.019136579,0.012382397,0.012822949,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Singapore,SGP,0.003268527,0.004467183,0.004368412,0.005976594,0.005669286,0.003131166,0.003253172,0.003972349,0.006259349,0.005843653,0.004653167,0.005235436,0.00398639,0.003395779,0.005413673,0.003634867,0.004412989,0.004285267,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,South Korea,KOR,0.001126369,0.001954183,0.001469784,0.002137329,0.002173785,0.002147179,0.002228663,0.002671456,0.004852156,0.00383465,0.003369496,0.003655423,0.005591287,0.006392265,0.004869669,0.002955519,0.002882928,0.003439246,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Thailand,THA,0.015647852,0.015219552,0.014176368,0.019421684,0.027431255,0.025864267,0.029694635,0.028423385,0.037851196,0.025871219,0.027693448,0.031771492,0.039364162,0.027458281,0.028552784,0.024449323,0.015983363,0.016744915,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,United States,USA,0.014795639,0.009139277,0.006144699,0.008152655,0.012184849,0.012637718,0.011192168,0.016324182,0.019571935,0.007761679,0.009238495,0.012299793,0.008261927,0.00784629,0.006658779,0.002744361,0.003315618,0.004731855,0
Total Natural Resources Rents (% Of GDP),NY.GDP.TOTL.RT.ZS,Vietnam,VNM,0.086914629,0.076257895,0.078725649,0.075665383,0.114552652,0.117949482,0.118381664,0.015558766,0.132365959,0.066855798,0.081627764,0.098368225,0.083798943,0.064895345,0.057896712,0.032844275,0.026236471,0.028614245,0
Trade (% Of GDP),NE.TRD.GNFS.ZS,Brunei Darussalam,BRN,0.131716255,0.187188768,0.187479698,0.152584676,0.015895769,0.974576166,0.969411494,0.957546726,0.159138447,0.185726365,0.953718567,0.995365436,0.156379448,0.119368788,0.993694492,0.848976379,0.873182678,0.851767495,0.938963199
Trade (% Of GDP),NE.TRD.GNFS.ZS,Cambodia,KHM,0.118852955,1.137434771,1.196929368,1.238812254,1.345114174,1.368319365,1.446144536,1.382681469,1.333225938,0.151384754,1.136371824,1.135818435,0.125974376,0.134648667,1.296122323,1.2786467,1.269528976,1.247877735,1.248986128
Trade (% Of GDP),NE.TRD.GNFS.ZS,China,CHN,0.394153879,0.385273593,0.427474363,0.5183988,0.595552422,0.622789287,0.644788839,0.621933689,0.576127177,0.451848765,0.057177222,0.057492561,0.482675182,0.46744378,0.456546747,0.396296897,0.372119826,0.381496882,0.382461542
Trade (% Of GDP),NE.TRD.GNFS.ZS,India,IND,0.269922917,0.259932548,0.295866294,0.035924361,0.375381459,0.421669615,0.45724485,0.456862687,0.533682244,0.462728696,0.49255265,0.556238654,0.557937217,0.53844132,0.489221858,0.419229139,0.041588889,0.047666846,0.433776539
Trade (% Of GDP),NE.TRD.GNFS.ZS,Indonesia,IDN,0.714368759,0.697932753,0.597946177,0.536164938,0.597612948,0.639879359,0.566571268,0.5482925,0.585613996,0.455121214,0.467127388,0.051813184,0.495828983,0.486373727,0.488175586,0.419376424,0.374213418,0.393627455,0.432166412
Trade (% Of GDP),NE.TRD.GNFS.ZS,Japan,JPN,0.198196528,0.197981281,0.026856114,0.215831294,0.239223565,0.265154938,0.033317816,0.339388849,0.343992425,0.244989992,0.286137713,0.033932973,0.036361237,0.341475223,0.375457698,0.356412719,0.315153754,0.346135675,0.366411616
Trade (% Of GDP),NE.TRD.GNFS.ZS,Lao PDR,LAO,0.688373137,0.658994369,0.672549285,0.065729588,0.667975162,0.717926463,0.819613754,0.792126289,0.818491829,0.769382622,0.847233789,0.916986959,0.981851264,0.981791466,0.995973829,0.857983217,0.759189926,0,0
Trade (% Of GDP),NE.TRD.GNFS.ZS,Malaysia,MYS,0.224678898,0.233646362,1.993562327,1.941951296,0.213742659,0.238546446,0.225771468,1.924655636,1.766683248,1.625589745,1.579447649,1.549376847,1.478417548,1.427299146,1.383122312,1.313751685,1.268989788,1.332194557,0.135278422
Trade (% Of GDP),NE.TRD.GNFS.ZS,Myanmar,MMR,0.011656956,0.009173127,0.005112352,0.003659596,0.00327857,0.002738939,0.002479458,0.002176866,0.00183136,0.001674176,0.346785849,0.002366513,0.223846156,0.385875897,0.422589432,0.473633534,0.369632384,0.479531674,0
Trade (% Of GDP),NE.TRD.GNFS.ZS,Philippines,PHL,0.147298557,0.989894498,0.124357691,0.118493333,0.126425178,0.978785524,0.949482815,0.866194128,0.762822664,0.655938397,0.714194926,0.676979166,0.648994438,0.062452893,0.614716321,0.62698772,0.655474323,0.718959343,0.765875261
